company_name,sector,industry,careers_url,typical_roles,tier
WPP,"Retail, Consumer & Media",Advertising / Data,https://www.wpp.com/people/careers,,master
Dentsu,"Retail, Consumer & Media",Advertising / Analytics,https://www.dentsu.com/careers,,master
Havas,"Retail, Consumer & Media",Advertising / Analytics,https://www.havas.com/careers,,master
Next,"Retail, Consumer & Media",Retail,https://careers.next.co.uk/,,master
Boots,"Retail, Consumer & Media",Retail,https://www.boots.jobs/,,master
ASOS,"Retail, Consumer & Media",E-commerce,https://www.asoscareers.com/,,master
Aldi,"Retail, Consumer & Media",Retail,https://www.google.com/search?q=aldi+uk+careers+data+scientist+UK,,master
Lidl UK,"Retail, Consumer & Media",Retail,https://careers.lidl.co.uk,,master
Iceland Foods,"Retail, Consumer & Media",Retail,https://www.icelandcareers.co.uk/,,master
Wickes,"Retail, Consumer & Media",Retail,https://www.wickescareers.co.uk/,,master
Dunelm,"Retail, Consumer & Media",Retail,https://www.dunelmcareers.com/,,master
Primark,"Retail, Consumer & Media",Retail,https://careers.primark.com,,master
THG,"Retail, Consumer & Media",E-commerce,https://www.thg.com/careers,,master
Boohoo,"Retail, Consumer & Media",E-commerce,https://www.google.com/search?q=boohoo+careers+data+scientist+UK,,master
Moonpig,"Retail, Consumer & Media",E-commerce,https://www.moonpig.group/careers/,,master
HelloFresh UK,"Retail, Consumer & Media",Food Tech,https://www.google.com/search?q=hellofresh+uk+careers+data+scientist+UK,,master
Greggs,"Retail, Consumer & Media",Retail,https://www.google.com/search?q=greggs+careers+data+scientist+UK,,master
Hargreaves Lansdown,Financial Services,Wealth Management,https://www.google.com/search?q=hargreaves+lansdown+careers+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
abrdn,Financial Services,Asset Management,https://www.abrdn.com/en/careers,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Phoenix Group,"Insurance, Health & Pharma",Insurance / Pensions,https://www.thephoenixgroup.com/careers/,,master
Quilter,Financial Services,Wealth Management,https://www.google.com/search?q=quilter+careers+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Investec,Financial Services,Investment Bank,https://www.google.com/search?q=investec+careers+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Close Brothers,Financial Services,Banking,https://www.google.com/search?q=close+brothers+careers+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
GoCardless,Financial Services,Payments / FinTech,https://gocardless.com/careers/,Data Scientist; Fraud/Risk Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Tide,Financial Services,SME FinTech,https://www.tide.co/careers/,Data Scientist; Fraud/Risk Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
ClearBank,Financial Services,Banking,https://clear.bank/careers,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
OakNorth Bank,Financial Services,FinTech,https://www.google.com/search?q=oaknorth+bank+careers+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Nomura,Financial Services,Banking / FinTech / Financial Data,https://www.google.com/search?q=Nomura+careers+data+analyst+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
MUFG,Financial Services,Banking / FinTech / Financial Data,https://www.google.com/search?q=MUFG+careers+data+analyst+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Mizuho,Financial Services,Banking / FinTech / Financial Data,https://www.google.com/search?q=Mizuho+careers+data+analyst+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Lazard,Financial Services,Banking / FinTech / Financial Data,https://www.google.com/search?q=Lazard+careers+data+analyst+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Jefferies,Financial Services,Banking / FinTech / Financial Data,https://www.google.com/search?q=Jefferies+careers+data+analyst+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Metro Bank,Financial Services,Banking,https://www.google.com/search?q=metro+bank+careers+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
Virgin Money UK,Financial Services,Banking,https://www.google.com/search?q=virgin+money+uk+careers+data+scientist+UK,Data Scientist; Risk/Fraud Analytics; Credit Risk Analyst; ML Engineer; Product Analyst; Quant/Markets Analytics,master
CME Group,Financial Services,Financial Technology,https://www.cmegroup.com/careers.html,Data Scientist; Fraud/Risk Analytics; Credit Risk Analyst; ML Engineer; Produ...,master
Spotify UK,Technology & Telecoms,Tech,https://www.google.com/search?q=spotify+uk+careers+data+scientist+UK,,master
Trustpilot,"Retail, Consumer & Media",Reviews / Consumer Data,https://jobs.lever.co/trustpilot,,master
Skyscanner,"Energy, Transport & Industrial",Travel Tech,https://www.skyscanner.net/jobs,,master
Improbable,Technology & Telecoms,Technology / Product,https://www.improbable.io/careers,,master
Onfido,Technology & Telecoms,Technology / Product,https://www.google.com/search?q=Onfido+careers+data+analyst+data+scientist+UK,,master
Cloudflare,Technology & Telecoms,Cloud / Security,https://www.cloudflare.com/careers/,,master
GitHub,Technology & Telecoms,Developer Platform,https://github.careers/,,master
MongoDB,Technology & Telecoms,Database / Data Platform; Data/AI platform roles,https://www.mongodb.com/careers,,master
Atlassian,Technology & Telecoms,Software,https://www.atlassian.com/company/careers,,master
Workday,Technology & Telecoms,Enterprise Software,https://workday.wd5.myworkdayjobs.com/Workday,,master
Zoom,Technology & Telecoms,Technology / Product,https://www.google.com/search?q=Zoom+careers+data+analyst+data+scientist+UK,,master
Genomics England,"Insurance, Health & Pharma",Genomics / Health Data; Genomics & data,https://www.genomicsengland.co.uk/careers,,master
Zego,Technology & Telecoms,InsurTech / Data,https://www.zego.com/careers/,,master
TalkTalk,Technology & Telecoms,Telecom,https://www.talktalkgroup.com/careers/,,master
News,"Retail, Consumer & Media",Media,https://www.news.co.uk/careers/,,master
BJSS,Consulting & IT Services,Technology Consultancy,https://www.bjss.com/careers/,Data Scientist; ML Engineer; Data/AI Consultant; Analytics Consultant; Azure/PySpark Data Scientist,master
Baringa,Consulting & IT Services,Consulting / IT Services,https://www.google.com/search?q=Baringa+careers+data+analyst+data+scientist+UK,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer; Data Consultant; Power BI Developer,master
PA Consulting,Consulting & IT Services,Consulting,https://www.paconsulting.com/careers,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer; Data Consultant; Power BI Developer,master
Slalom UK,Consulting & IT Services,Consulting,https://www.slalom.com/uk/en/careers,Data Scientist; ML Engineer; Data/AI Consultant; Analytics Consultant; Azure/PySpark Data Scientist,master
Publicis Sapient,Consulting & IT Services,Digital Consulting,https://www.publicissapient.com/careers,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer; Data Consultant; Power BI Developer,master
Atos,Consulting & IT Services,IT Services,https://atos.net/en/careers,Data Scientist; ML Engineer; Data/AI Consultant; Analytics Consultant; Azure/PySpark Data Scientist,master
Sanofi,"Insurance, Health & Pharma",Pharma,https://www.sanofi.com/en/careers,,master
MSD,"Insurance, Health & Pharma",Pharma,https://jobs.msd.com/,,master
Eli Lilly,"Insurance, Health & Pharma",Pharma,https://careers.lilly.com/,,master
Johnson & Johnson,"Insurance, Health & Pharma",Pharma / MedTech; Healthcare / Pharmaceuticals,https://www.careers.jnj.com/,,master
Bristol Myers Squibb,"Insurance, Health & Pharma",Pharma,https://careers.bms.com/,,master
Takeda,"Insurance, Health & Pharma",Pharma,https://www.takedajobs.com/,,master
Bayer,"Insurance, Health & Pharma",Pharma,https://www.bayer.com/en/career,,master
Novo Nordisk,"Insurance, Health & Pharma",Pharma,https://www.novonordisk.co.uk/careers.html,,master
Wellcome Sanger Institute,Government & Public Sector,Genomics / research data,https://www.sanger.ac.uk/about/careers/,,master
NICE,"Insurance, Health & Pharma",Health technology / evidence,https://www.nice.org.uk/about/jobs,,master
MHRA,Government & Public Sector,Medicines regulator,https://www.gov.uk/government/organisations/medicines-and-healthcare-products...,,master
Moderna UK,"Insurance, Health & Pharma",Pharma,https://www.modernatx.com/en-US/careers,,master
Drax Group,"Energy, Transport & Industrial",Energy,https://www.drax.com/careers/,,master
UK Power Networks,"Energy, Transport & Industrial",Energy / Utilities / Transport / Manufacturing,https://www.google.com/search?q=UK+Power+Networks+careers+data+analyst+data+scientist+UK,,master
National Gas,"Energy, Transport & Industrial",Energy / Utilities / Transport / Manufacturing,https://www.google.com/search?q=National+Gas+careers+data+analyst+data+scientist+UK,,master
Cadent Gas,"Energy, Transport & Industrial",Utilities,https://cadentgas.com/careers,,master
Schneider Electric,"Energy, Transport & Industrial",Energy / Utilities / Transport / Manufacturing,https://www.google.com/search?q=Schneider+Electric+careers+data+analyst+data+scientist+UK,,master
Honeywell UK,"Energy, Transport & Industrial",Energy / Utilities / Transport / Manufacturing,https://www.google.com/search?q=Honeywell+UK+careers+data+analyst+data+scientist+UK,,master
GKN Aerospace,"Energy, Transport & Industrial",Aerospace,https://www.gknaerospace.com/careers/,,master
Heathrow Airport,"Energy, Transport & Industrial",Aviation,https://www.google.com/search?q=heathrow+airport+careers+data+scientist+UK,,master
EasyJet,"Energy, Transport & Industrial",Aviation,https://careers.easyjet.com/,,master
Jet2,"Energy, Transport & Industrial",Aviation / Travel,https://www.jet2careers.com/,,master
Royal Mail,"Energy, Transport & Industrial",Logistics,https://jobs.royalmailgroup.com/,,master
DHL,"Energy, Transport & Industrial",Logistics,https://careers.dhl.com/,,master
DPD,"Energy, Transport & Industrial",Logistics,https://jobs.dpd.co.uk/,,master
Toyota Motor Manufacturing UK,"Energy, Transport & Industrial",Energy / Utilities / Transport / Manufacturing,https://www.google.com/search?q=Toyota+Motor+Manufacturing+UK+careers+data+analyst+data+scientist+UK,,master
BMW Group UK,"Energy, Transport & Industrial",Energy / Utilities / Transport / Manufacturing,https://www.google.com/search?q=BMW+Group+UK+careers+data+analyst+data+scientist+UK,,master
McLaren Automotive,"Energy, Transport & Industrial",Energy / Utilities / Transport / Manufacturing,https://www.google.com/search?q=McLaren+Automotive+careers+data+analyst+data+scientist+UK,,master
Ministry of Justice,Government & Public Sector,Government,https://www.civilservicejobs.service.gov.uk/csr/index.cgi,,master
Ministry of Defence,Government & Public Sector,Government,https://www.civilservicejobs.service.gov.uk/csr/index.cgi,,master
Department for Transport,Government & Public Sector,Government,https://www.civilservicejobs.service.gov.uk/csr/index.cgi,,master
Department for Education,Government & Public Sector,Government,https://www.civilservicejobs.service.gov.uk/csr/index.cgi,,master
Ordnance Survey,Government & Public Sector,Geospatial Data,https://www.ordnancesurvey.co.uk/about/careers,,master
Cabinet Office,Government & Public Sector,Government,https://www.civilservicejobs.service.gov.uk/csr/index.cgi,,master
Environment Agency,Government & Public Sector,Public Sector,https://environmentagencycareers.co.uk/,,master
Ofcom,Government & Public Sector,Communications Regulator,https://ofcom.wd3.myworkdayjobs.com/Ofcom_External_Careers,,master
Ofwat,Government & Public Sector,Regulator,https://www.ofwat.gov.uk/about-us/careers/,,master
Companies House,Government & Public Sector,Government / Public Sector,https://www.google.com/search?q=Companies+House+careers+data+analyst+data+scientist+UK,,master
HM Land Registry,Government & Public Sector,Government / Public Sector,https://www.civilservicejobs.service.gov.uk/csr/index.cgi,,master
National Crime Agency,Government & Public Sector,Government / Public Sector,https://www.civilservicejobs.service.gov.uk/csr/index.cgi,,master
National Highways,Government & Public Sector,Government / Public Sector,https://www.civilservicejobs.service.gov.uk/csr/index.cgi,,master
Benivo,Technology & Telecoms,,https://www.benivo.com/careers,,master
Netflix,Technology & Telecoms,,https://jobs.netflix.com,,master
Fujitsu,Consulting & IT Services,,https://www.fujitsu.com/uk/about/careers/,,master
Bumble,Technology & Telecoms,,https://bumble.com/en/careers,,master
Gartner,Consulting & IT Services,,https://jobs.gartner.com,,master
Autodesk,Technology & Telecoms,,https://www.autodesk.com/careers,,master
Intuit,Technology & Telecoms,,https://www.intuit.com/careers/,,master
Vanguard,Financial Services,,https://www.vanguardjobs.com,,master
State Street,Financial Services,,https://careers.statestreet.com,,master
Northern Trust,Financial Services,,https://careers.northerntrust.com,,master
RBC,Financial Services,,https://jobs.rbc.com,,master
Wells Fargo,Financial Services,,https://www.wellsfargojobs.com,,master
TSB Bank,Financial Services,,https://www.tsb.co.uk/careers/,,master
Coutts,Financial Services,,https://jobs.natwestgroup.com,,master
Croda,"Energy, Transport & Industrial",,https://www.croda.com/en-gb/careers,,master
Johnson Matthey,"Energy, Transport & Industrial",,https://matthey.com/careers,,master
Rathbones,Financial Services,,https://www.rathbones.com/careers,,master
St James's Place,Financial Services,,https://www.sjp.co.uk/careers,,master
Invesco,Financial Services,,https://careers.invesco.com,,master
Janus Henderson,Financial Services,,https://careers.janushenderson.com,,master
Zopa,Financial Services,,https://www.zopa.com/careers,,master
PensionBee,Financial Services,,https://www.pensionbee.com/careers,,master
Cazoo,Technology & Telecoms,,https://www.cazoo.co.uk/careers/,,master
Ineos,"Energy, Transport & Industrial",,https://www.ineos.com/careers/,,master
Whitbread,"Retail, Consumer & Media",,https://www.whitbreadcareers.com,,master
The Very Group,"Retail, Consumer & Media",,https://www.theverygroup.com/careers/,,master
Sodexo,"Retail, Consumer & Media",,https://uk.sodexo.com/careers.html,,master
Compass Group,"Retail, Consumer & Media",,https://www.compass-group.co.uk/careers/,,master
Aston Martin,"Energy, Transport & Industrial",,https://www.astonmartinlagonda.com/careers,,master
AbbVie,"Insurance, Health & Pharma",,https://careers.abbvie.com,,master
Stellantis,"Energy, Transport & Industrial",,https://www.stellantis.com/en/careers,,master
Analytic Partners,"Retail, Consumer & Media",Marketing Analytics / MMM,https://analyticpartners.com/careers/,Marketing Data Science; MMM,master
Ekimetrics,"Retail, Consumer & Media",Marketing Analytics / MMM,https://ekimetrics.com/careers,Marketing Data Science; MMM,master
Gain Theory,"Retail, Consumer & Media",Marketing Analytics / MMM,https://www.gaintheory.com/careers/,Marketing Data Science; MMM,master
Annalect,"Retail, Consumer & Media",Marketing Analytics / MMM,https://www.annalect.com/careers/,Marketing Data Science; MMM,master
Merkle,"Retail, Consumer & Media",Marketing Analytics / MMM,https://www.merkle.com/careers,Marketing Data Science; MMM,master
Brainlabs,"Retail, Consumer & Media",Marketing Analytics / MMM,https://brainlabs.com/careers/,Marketing Data Science; MMM,master
Jellyfish,"Retail, Consumer & Media",Marketing Analytics / MMM,https://www.jellyfish.com/en-us/careers,Marketing Data Science; MMM,master
Croud,"Retail, Consumer & Media",Marketing Analytics / MMM,https://croud.com/careers/,Marketing Data Science; MMM,master
GroupM,"Retail, Consumer & Media",Marketing Analytics / MMM,https://www.groupm.com/careers/,Marketing Data Science; MMM,master
EssenceMediacom,"Retail, Consumer & Media",Marketing Analytics / MMM,https://www.essencemediacom.com/careers,Marketing Data Science; MMM,master
Moody's,Financial Services,Financial Data / Ratings,https://careers.moodys.com/,Data Science; Market/Risk Analytics; AI/ML; Data Engineering,master
Checkout.com,Financial Services,Payments / FinTech,https://www.checkout.com/careers,Data Science; Product/Risk Analytics; AI/ML; Analytics Engineering,master
Sainsbury's,"Retail, Consumer & Media",Retail / Grocery,https://www.sainsburys.jobs/,Customer/Product Analytics; Forecasting; Pricing; Marketing Science,top100
E.ON UK,"Energy, Transport & Industrial",Energy / Utilities,https://careers.eon.com/uk/,Data Science; Forecasting; Operational/Asset Analytics; AI,master
Rolls-Royce,"Energy, Transport & Industrial",Aerospace / Engineering,https://careers.rolls-royce.com/,Data Science; Predictive Maintenance; Operational Analytics; AI,top100
